Object ID,County GNIS Code,fips,Area of Land (Square Meters),Area of Water (Square Meters),county,state,Median Household Income in past 12 months (inflation-adjusted dollars to last year of 5-year range),Median Household Income in past 12 months (inflation-adjusted dollars to last year of 5-year range) - Margin of Error,"Median Household Income in past 12 months, Householder under 25 years","Median Household Income in past 12 months, Householder under 25 years - Margin of Error","Median Household Income in past 12 months, Householder 25 to 44 years","Median Household Income in past 12 months, Householder 25 to 44 years - Margin of Error","Median Household Income in past 12 months, Householder 45 to 64 years","Median Household Income in past 12 months, Householder 45 to 64 years - Margin of Error","Median Household Income in past 12 months, Householder 65 years and over","Median Household Income in past 12 months, Householder 65 years and over - Margin of Error","Median Household Income in past 12 months, Black or African American Householder","Median Household Income in past 12 months, Black or African American Householder - Margin of Error","Median Household Income in past 12 months, American Indian and Alaska Native Householder","Median Household Income in past 12 months, American Indian and Alaska Native Householder - Margin of Error","Median Household Income in past 12 months, Asian Householder","Median Household Income in past 12 months, Asian Householder - Margin of Error","Median Household Income in past 12 months, Native Hawaiian and Other Pacific Islander Householder","Median Household Income in past 12 months, Native Hawaiian and Other Pacific Islander Householder - Margin of Error","Median Household Income in past 12 months, Some Other Race Householder","Median Household Income in past 12 months, Some Other Race Householder - Margin of Error","Median Household Income in past 12 months, 2 or More Races Householder","Median Household Income in past 12 months, 2 or More Races Householder - Margin of Error","Median Household Income in past 12 months, Non-Hispanic White Householder","Median Household Income in past 12 months, Non-Hispanic White Householder - Margin of Error","Median Household Income in past 12 months, Hispanic or Latino Householder","Median Household Income in past 12 months, Hispanic or Latino Householder - Margin of Error",Total Households,Total Households - Margin of Error,Households with any self-employment income in past 12 months,Households with any self-employment income in past 12 months - Margin of Error,Households with no self-employment income in past 12 months,Households with no self-employment income in past 12 months - Margin of Error,Percent of households with any self-employment income,Percent of households with any self-employment income - Margin of Error,x,y
2662,01383925,48277,2349588921,67136454,Lamar County,Texas,43562,2785,25067,10931,53732,6260,51968,6022,32110,3007,27775,4910,38125,22230,,,,,64375,20955,42907,7530,47936,3626,46124,5930,19313,384,1931,261,17382,449,10,1.33671933507317,-95.5712345644583,33.667555038086
2663,01383926,48279,2631897582,3973764,Lamb County,Texas,43396,2336,29659,9840,46063,7190,56579,5637,27219,5113,26719,16453,,,,,,,38021,24190,32344,20551,50859,5369,38333,4119,4754,171,473,87,4281,174,9.9,1.79470321206723,-102.351720639459,34.0689804378365
2664,01383927,48281,1846250642,2833490,Lampasas County,Texas,58194,3109,,,64348,9111,74088,8980,42579,3536,,,,,,,,,30921,11448,30179,18609,58117,3870,48606,6974,7738,248,882,157,6856,260,11.4,1.99579007334173,-98.2414675971624,31.1963629880473
2665,01383924,48283,3850545736,19503739,La Salle County,Texas,51792,4314,49868,27315,55278,15727,59800,24220,20351,15946,,,,,,,,,53472,38442,,,63826,19568,47066,8621,2216,198,181,134,2035,230,8.2,6.00273024931155,-99.0996638691648,28.3454977816193
2666,01383928,48285,2511535251,1882216,Lavaca County,Texas,53021,3540,33684,5569,73961,10680,67543,4792,37388,3220,21250,7103,,,26339,7075,,,49926,8928,,,57834,3988,51039,6563,7756,257,1124,175,6632,284,14.5,2.20462597602314,-96.9302011966443,29.3846111419065
2667,01383929,48287,1629205077,13106451,Lee County,Texas,55000,5256,47981,37710,54598,12625,62108,9697,43370,6622,29716,15493,,,,,,,57705,32191,,,60763,2895,44112,9108,6104,220,987,198,5117,252,16.2,3.19099222003881,-96.9657562460952,30.3108808091739
2668,01383930,48289,2779462025,19328383,Leon County,Texas,44818,6788,30703,20963,55078,13665,64728,13749,37227,6247,29088,9517,,,46875,40791,,,21389,396,75938,21930,52741,5382,36293,7014,6249,374,927,213,5322,345,14.8,3.29088706908646,-95.9956017436769,31.2968304272618
2669,01383931,48291,3000204407,46518024,Liberty County,Texas,49850,2666,34833,12310,54101,5061,62083,4471,32372,2335,43352,5956,,,,,,,46923,21379,,,51732,3332,43438,6579,26203,597,2604,346,23599,689,9.9,1.30090261082994,-94.8123205477126,30.1520088003083
2670,01383932,48293,2345053182,71830221,Limestone County,Texas,42680,4009,31103,6792,45104,7787,47670,3616,37928,4382,24262,2256,56389,27563,53352,20146,,,30227,8078,33125,20203,48625,4435,39804,6843,8169,244,954,138,7215,263,11.7,1.65290787166738,-96.5806230776403,31.5457938873215
2671,01383933,48295,2414350766,298741,Lipscomb County,Texas,57372,8099,54500,18659,58125,16195,72500,17844,42279,13356,,,48750,34020,,,,,,,,,63542,9368,50263,11292,1256,88,247,53,1009,89,19.7,3.98845747871155,-100.273127720545,36.2780319103695
2672,01383934,48297,2692796898,101483818,Live Oak County,Texas,55766,6296,,,66007,7832,61036,5916,38611,7903,,,,,,,,,,,,,60778,7161,33500,11091,3675,243,455,115,3220,252,12.4,3.02026717767645,-98.1248371463089,28.3518575544307
2673,01383935,48299,2419183490,82373066,Llano County,Texas,52178,2922,60893,34391,51371,4387,64710,7535,43240,3333,,,153229,84051,,,,,28607,2877,76037,28309,52215,2716,42625,32774,8491,401,1474,241,7017,394,17.4,2.71731871130283,-98.6841184352937,30.7059778629289
2674,01383936,48301,1732230057,19981167,Loving County,Texas,81875,46475,,,,,100208,36410,33750,14430,,,,,,,,,,,,,100694,31675,,,33,13,3,5,30,12,9.1,14.7221919734296,-103.579962507309,31.8493502782089
2675,01383937,48303,2319602816,13205758,Lubbock County,Texas,50473,1234,23450,2916,55506,2589,63102,2521,47256,2269,33940,5543,38025,8174,51596,8157,61034,8963,41515,5716,47163,5320,58838,1699,40569,1925,112185,1202,12845,700,99340,1338,11.4,0.611790553468839,-101.820555133054,33.6104864142531
2676,01383938,48305,2309924850,4169718,Lynn County,Texas,43524,3428,,,47400,13975,51420,8537,26571,5374,,,,,,,,,38625,4368,,,53667,5644,25975,5430,2133,97,330,57,1803,110,15.5,2.57801170304462,-101.816130610479,33.1770956414621
2677,01383945,48307,2759893537,20286189,McCulloch County,Texas,45329,6696,,,56010,7650,52578,24073,40114,9894,,,,,,,,,,,38724,972,52200,8208,36156,1728,3255,189,570,169,2685,221,17.5,5.09147458780285,-99.3474870158879,31.1992312413932
2678,01383946,48309,2686132776,59883890,McLennan County,Texas,48199,1254,17011,2343,51342,1621,64235,2770,41492,1837,27042,2096,36125,16490,52625,16949,,,38997,4980,41321,7039,59305,1748,37642,1977,89034,829,8930,651,80104,975,10,0.725192882319189,-97.201729105051,31.5526471120037
2679,01383947,48311,2952065878,43985814,McMullen County,Texas,68750,16747,,,55417,37747,72614,68157,73750,30277,,,,,,,,,,,,,100625,68631,49688,25466,223,56,46,21,177,54,20.6,7.86431571265287,-98.5678487262988,28.3531037589913
2680,01383939,48313,1207103453,16493254,Madison County,Texas,49428,4164,,,56544,14031,67326,9939,33569,4694,19133,8240,,,110667,28092,,,60076,43647,27961,8978,51862,6087,60063,13504,4201,196,505,127,3696,195,12,2.97061030344982,-95.9283836235914,30.9656126124471
2681,01383940,48315,986485103,102144713,Marion County,Texas,37283,3024,30288,13318,55036,13421,36094,4186,33778,6098,30985,3862,30375,12115,,,,,47661,19408,,,40668,2778,39423,21850,4459,220,386,130,4073,252,8.7,2.88399735570561,-94.3572373350695,32.7980293048516
2682,01383941,48317,2369724590,1931832,Martin County,Texas,69722,11169,,,82949,8459,73523,16069,42250,9953,,,,,,,,,26818,11367,,,79779,12897,64063,19039,1626,87,192,70,1434,117,11.8,4.2584298556574,-101.951223557751,32.3062993328115
2683,01383942,48319,2405674101,8755301,Mason County,Texas,40708,4263,,,46019,27384,42476,14293,38299,12961,,,,,,,,,26964,26467,,,45169,7355,33000,9054,1667,142,412,94,1255,161,24.7,5.23111692928095,-99.2261405229805,30.7179693255254
2684,01383943,48321,2830586734,1345801267,Matagorda County,Texas,45500,3150,26848,19850,49055,4175,54247,7494,32228,4360,25298,7790,38750,6545,28503,3493,,,41451,8359,,,58686,6920,43286,3774,13636,450,1424,293,12212,501,10.4,2.12090719746776,-95.9797641442823,28.8566805624097
2685,01383944,48323,3313817728,31871315,Maverick County,Texas,38035,2789,,,54254,6677,40721,5595,17428,1805,,,,,,,,,41923,13273,52578,19613,61806,31651,37372,3183,16307,357,1421,276,14886,418,8.7,1.6817389589455,-100.314467455099,28.7434372117454
2686,01383948,48325,3432663420,23762580,Medina County,Texas,61059,2853,52377,18203,68709,10473,78330,6806,37511,4367,,,,,,,,,62756,18814,51917,36027,65104,7416,53349,5346,15470,409,2077,289,13393,508,13.4,1.83409929217412,-99.1101416102297,29.3560484750045
2687,01383949,48327,2336237985,613559,Menard County,Texas,40606,9606,,,55625,17768,42083,12039,27750,15218,,,,,,,,,40385,36137,36375,34039,50563,12677,24490,11002,992,119,207,71,785,123,20.9,6.70525007540235,-99.8206702628165,30.8899672079344
2688,01383950,48329,2331647563,4520751,Midland County,Texas,78888,3668,53144,13771,88985,4122,87641,4581,45958,3174,49184,8225,84650,52499,94662,37651,51382,41228,70000,11740,98011,15021,94025,4962,66253,4364,55980,623,7846,668,48134,780,14,1.18304485381354,-102.031618039761,31.8694223390355
2689,01383951,48331,2633798227,12758772,Milam County,Texas,47081,4092,32201,6870,56185,2990,54821,9966,40328,5361,37462,12748,57292,32544,104712,9897,,,28906,28508,21696,20080,51692,4984,32437,14353,9381,312,1029,168,8352,359,11,1.75330206958887,-96.976770943443,30.7866292571446
2690,01383952,48333,1937867068,4022957,Mills County,Texas,41827,6224,,,40000,14269,56467,7844,36597,4482,,,,,,,,,,,,,44904,7756,30729,12692,1750,148,263,72,1487,150,15,3.91304703078767,-98.5954959718806,31.4953820107659
2691,01383953,48335,2359710929,12489775,Mitchell County,Texas,49670,10901,28958,13880,75015,9269,63884,29455,40464,5669,75644,37490,,,,,,,13750,127,18831,639,60882,21296,44784,11307,2441,234,378,137,2063,232,15.5,5.41257618014471,-100.921235389615,32.3064845333173
2692,01383954,48337,2411034605,19087361,Montague County,Texas,51774,1743,50684,618,65545,11241,57314,5154,43865,5656,,,142813,23402,,,,,57188,2049,51257,480,53201,3420,35040,16971,7995,279,990,231,7005,346,12.4,2.85680976676628,-97.7246398943943,33.6759834686285
2693,01383955,48339,2700380211,88754575,Montgomery County,Texas,77416,1496,42224,7895,80768,2964,95027,3761,52675,2257,71787,6455,86573,18748,92781,17378,,,49979,3428,78478,9578,83350,1916,53666,2256,192823,1414,27587,1298,165236,1914,14.3,0.664930219039888,-95.50310785865,30.3004649173229
2694,01383956,48341,2330207187,25699789,Moore County,Texas,51527,2468,50185,13365,53477,3766,56686,13128,37719,5176,49511,35095,51528,45385,,,,,44188,13217,72926,60912,60665,7615,47151,6625,6626,250,582,152,6044,298,8.8,2.26992857074285,-101.892931945439,35.8379919227632
2695,01383957,48343,652649200,17382278,Morris County,Texas,42961,2609,18977,10624,45938,5281,50179,13416,38640,4370,30015,4130,,,,,,,28661,19776,56111,8833,48884,4967,43056,6664,5048,192,656,165,4392,268,13,3.23103382258051,-94.7326689320179,33.1137290120426
2696,01383958,48345,2562963901,644140,Motley County,Texas,43750,7082,,,62546,21452,29231,9905,41250,21298,,,,,,,,,63036,13351,,,40833,10710,59250,28467,465,59,142,39,323,56,30.5,7.43843688916341,-100.779836359779,34.0744384115321
2697,01383959,48347,2451572357,89731150,Nacogdoches County,Texas,43598,2009,18918,4468,45594,5717,56017,5112,37248,2915,22910,3277,24107,6019,85000,10092,,,49167,38430,29833,13593,51577,2077,38676,4161,23904,465,2413,316,21491,514,10.1,1.30728862631115,-94.616002733606,31.616285623083
2698,01383960,48349,2614935410,197626092,Navarro County,Texas,47920,2701,18981,12129,51976,4884,57753,5167,35845,3153,28337,7785,35625,26124,,,,,46517,5941,53102,48488,55271,2845,44142,5302,17397,389,2270,318,15127,454,13,1.80446643306015,-96.4724347773329,32.0471663929091
2699,01383961,48351,2418212542,15672146,Newton County,Texas,40950,3016,,,59771,30096,44167,9606,28568,3391,33088,12697,,,,,,,,,,,43468,5678,136635,105700,4978,290,355,134,4623,293,7.1,2.65959165630964,-93.7446458049246,30.7873624601793
2700,01383962,48353,2362061743,5052159,Nolan County,Texas,44346,4193,48333,20550,54340,16585,48839,11339,33640,3595,24103,6018,2499,,,,,,38438,14562,26905,23203,48729,3316,40497,7213,5469,229,611,119,4858,246,11.2,2.12501897505458,-100.406060244711,32.3037643401086
2701,01383963,48355,2171227881,847257833,Nueces County,Texas,55048,1208,30406,2697,61684,2509,64149,1567,39904,1970,41827,3240,45353,16107,72216,5364,,,45364,7694,47768,9380,66418,2315,49019,1614,128926,1128,13849,772,115077,1355,10.7,0.591371705274775,-97.6451831870651,27.7248726835316
2702,01383964,48357,2376792056,1331778,Ochiltree County,Texas,49928,4789,,,59450,9395,52938,16076,33056,8138,,,41607,26145,,,,,44107,26080,,,49819,5739,52019,8040,3443,163,525,135,2918,200,15.2,3.85397257219553,-100.815662934906,36.2787330858643
2703,01383965,48359,3886337113,2339716,Oldham County,Texas,63315,5160,41250,34702,73864,10150,73456,12941,40156,9307,,,,,,,,,,,,,64076,7238,50750,11854,527,151,55,24,472,136,10.4,3.4347631171478,-102.602875820828,35.4053407968564
2704,01383966,48361,864489137,118488361,Orange County,Texas,55700,2395,35646,3061,67559,4456,68514,5127,39462,3330,31859,4262,,,80792,20096,,,75179,57925,73571,64054,59450,2777,51793,6378,31989,581,2562,327,29427,600,8,1.01182368685108,-93.8939181999166,30.1214024157003
2705,01383967,48363,2467090684,85364144,Palo Pinto County,Texas,45979,4275,34333,9621,51021,3061,55541,5218,38520,1835,21611,2897,,,41131,19696,,,,,57539,26549,49530,3361,32938,9456,10312,351,1394,198,8918,361,13.5,1.86414442429814,-98.3130127833939,32.7535108071688
2706,01383968,48365,2101400911,25810622,Panola County,Texas,51569,1915,30313,11626,63172,8183,56250,9187,34942,6127,30708,14589,,,,,,,37422,8493,80750,56742,55827,3827,47137,7678,8827,313,790,188,8037,374,8.9,2.10605250895333,-94.3056231023861,32.1625630549654
2707,01383969,48367,2340006541,17127586,Parker County,Texas,74625,2568,48750,15370,90862,6844,89138,3674,50226,3420,53443,1685,59792,29993,117232,78653,,,45141,8756,78417,26824,76745,3014,61167,6912,44255,636,6679,493,37576,702,15.1,1.09268031168453,-97.8051038646853,32.7779262751751
2708,01383970,48369,2281312144,11355762,Parmer County,Texas,54184,3885,35294,12300,62614,7964,60500,15990,32500,3791,70288,30982,18958,14649,,,,,45703,18775,,,61913,5881,48214,5991,3318,120,584,120,2734,150,17.6,3.56017519774531,-102.784546936603,34.5304026283509
2709,01383971,48371,12338274958,2532275,Pecos County,Texas,52282,6993,32806,4162,64943,18853,65114,10087,32321,6862,,,,,76042,12001,,,47279,16794,50375,7183,72850,17413,45152,8725,4557,210,527,120,4030,215,11.6,2.5788199401961,-102.723661964424,30.7821616215813
2710,01383972,48373,2737732841,136271618,Polk County,Texas,46182,3512,33906,20543,47585,6305,51405,4963,40192,4102,34595,5385,36050,5048,,,,,53750,27888,56250,19681,50462,2589,36445,5076,17803,502,1875,313,15928,584,10.5,1.73286749679633,-94.8300623096083,30.793137287418
2711,01383973,48375,2352718728,35190087,Potter County,Texas,43157,1520,28263,5825,47061,3566,50041,2408,34111,1888,32392,2266,28875,26946,47715,5436,21538,2921,43979,6921,30101,6159,50318,2187,38553,2575,43944,551,3696,388,40248,647,8.4,0.876621244458914,-101.894012924153,35.4015777629125
2712,01383974,48377,9985057438,1773188,Presidio County,Texas,27061,6108,23750,15497,39939,16545,33950,6062,14145,4917,,,,,66800,28992,,,18719,809,,,61193,39209,22976,5351,2627,190,441,138,2186,212,16.8,5.11090271365763,-104.240481993843,30.0016799201208
2713,01383975,48379,594280569,76080003,Rains County,Texas,49872,3879,30769,8417,78879,6124,61528,13949,36413,6970,40652,8557,,,,,,,63523,32261,,,51125,3926,50000,32755,4331,174,522,129,3809,200,12.1,2.93890332728465,-95.7934031813263,32.8704157402611
2714,01383976,48381,2361876733,27235708,Randall County,Texas,67397,2025,32252,3465,73895,2592,83125,3112,48374,2384,49495,7958,66016,20175,73765,4906,,,50000,14271,61974,20688,70225,2804,57326,4776,49187,521,6725,611,42462,759,13.7,1.23372740664249,-101.896951816504,34.9661519197467
2715,01383977,48383,3044049119,1792716,Reagan County,Texas,70478,14527,,,62125,17448,78365,9056,46328,31657,,,,,,,,,54960,11514,,,92250,14912,56964,10751,1147,94,111,48,1036,93,9.7,4.10899086118246,-101.523015121292,31.3666323293437
2716,01383978,48385,1810812871,2346260,Real County,Texas,34813,6986,,,41146,22533,37554,11813,31892,7957,,,,,,,,,,,,,35099,6622,,,1227,155,260,74,967,157,21.2,5.40438147523285,-99.8221851592538,29.8319843490847
2717,01383979,48387,2703626782,33305606,Red River County,Texas,37955,3903,52821,19971,52500,22327,41485,4194,29640,3682,35119,8764,19318,12173,,,,,,,34327,6547,41000,5237,27727,24050,5048,274,589,141,4459,280,11.7,2.72043806206722,-95.0504354484466,33.6210636929706
2718,01383980,48389,6825534331,17396672,Reeves County,Texas,58384,6808,46027,32399,82917,13843,64127,4525,27500,4415,60375,40593,,,91435,657,,,64706,15535,,,64492,11671,52762,8549,3713,162,305,89,3408,174,8.2,2.37003828710001,-103.693396110984,31.3242568677721
2719,01383981,48391,1995545559,123687613,Refugio County,Texas,48112,5652,,,52569,10310,50069,6556,39706,6352,57188,4224,31250,15796,,,,,60865,29138,66250,14345,53173,4368,40133,6075,2577,137,294,74,2283,156,11.4,2.80677360070722,-97.1644920419773,28.324969744699
2720,01383982,48393,2393298464,346846,Roberts County,Texas,73854,12671,,,100272,36462,81250,35864,63750,17793,,,,,,,,,,,,,76250,14327,,,311,39,98,30,213,41,31.5,8.7997855353293,-100.81345277388,35.8387996938927
2721,01383983,48395,2214719307,26358041,Robertson County,Texas,54201,5421,19018,18233,72864,7317,57676,8947,42139,5452,29702,5938,,,,,,,78470,14845,,,60373,7247,64800,20764,6358,252,736,161,5622,238,11.6,2.49032987889935,-96.5127534993107,31.0273851012664
2722,01383984,48397,329213365,56068892,Rockwall County,Texas,94767,3323,42621,8476,102243,6548,109679,7522,55068,4226,86146,11702,108750,40140,,,,,73438,30364,100595,15381,100164,4928,69637,9046,31649,294,4432,463,27217,539,14,1.45712627507957,-96.4077883254967,32.8978037472023
2723,01383985,48399,2722259321,15604788,Runnels County,Texas,41732,3559,35938,12662,51844,8505,50000,11539,30972,3141,29107,28223,,,,,,,56875,52476,52500,25956,42436,5436,37402,7317,3749,186,562,94,3187,193,15,2.39449119811025,-99.9762393197408,31.8314434296384
2724,01383986,48401,2393244484,37217198,Rusk County,Texas,52329,2398,33281,5271,63639,10254,62000,7177,36212,2719,32364,5857,2499,,,,,,65139,29323,49732,25179,59394,5279,41198,6433,17960,461,1924,298,16036,457,10.7,1.63629925460398,-94.7618875250677,32.10815138274
2725,01383987,48403,1273503789,219955687,Sabine County,Texas,33257,3025,14688,13655,31958,4954,52321,19637,30170,3295,21462,5581,,,,,,,,,75757,73593,34583,3455,27578,3828,4099,274,248,108,3851,249,6.1,2.6035642904202,-93.8518241203749,31.3434251053578
2726,01383988,48405,1374395182,159644688,San Augustine County,Texas,35509,5831,,,54688,24592,33109,11828,31332,7795,28833,8253,,,,,,,,,,,37312,7924,37222,18491,3356,207,306,111,3050,231,9.1,3.2593431701007,-94.1682116258244,31.3945519015724
2727,01383989,48407,1474332260,151949235,San Jacinto County,Texas,44658,4204,,,48297,6318,55625,9115,34909,3691,29830,13034,,,,,,,37198,23742,36625,13657,46572,6020,38920,21046,9487,469,1058,247,8429,471,11.2,2.54452148905055,-95.1669659320804,30.5798008144651
2728,01383990,48409,1795990945,37577389,San Patricio County,Texas,55229,2202,27459,3790,60042,2898,67761,5012,41446,3585,28804,21077,,,63563,797,,,46563,13980,61375,22735,68833,4954,46781,3123,23121,477,1855,229,21266,481,8,0.976513108337193,-97.518897421654,28.0091399839914
2729,01383991,48411,2940447164,8069104,San Saba County,Texas,44698,5395,70968,19335,46583,20303,47813,14179,34267,5051,,,,,,,,,41250,22242,28661,13970,45422,4625,44808,21775,2104,142,436,113,1668,161,20.7,5.18542852889528,-98.8176619989057,31.1555437611122
2730,01383992,48413,3394546070,87401,Schleicher County,Texas,55677,15264,,,65431,7521,57132,13835,32232,6669,,,,,,,,,42604,18811,,,62841,11653,43750,17185,1105,91,81,39,1024,89,7.3,3.47740221152267,-100.538550694451,30.8976452662117
2731,01383993,48415,2345090483,5436957,Scurry County,Texas,55889,5767,44681,22374,68405,14787,61988,9834,34590,8322,48092,16655,,,,,,,43625,19271,,,59797,6927,54023,16310,5884,251,851,192,5033,247,14.5,3.20423019397089,-100.916416187728,32.7465906157212
2732,01383994,48417,2367989254,3268209,Shackelford County,Texas,45187,5233,,,83482,27586,47000,10661,31852,8321,,,,,,,,,,,,,45769,7467,42321,17261,1234,94,167,55,1067,102,13.5,4.33619123917508,-99.3540750859085,32.7362525032362
2733,01383995,48419,2060566173,101081674,Shelby County,Texas,40764,3638,13203,10710,44577,6766,46109,4983,36134,3315,22940,7048,53239,2765,48716,545,,,,,18438,4700,47445,5254,34779,12083,9292,291,1199,231,8093,318,12.9,2.45294569406041,-94.14509419525,31.7925904276795
2734,01383996,48421,2390651137,428754,Sherman County,Texas,56576,5943,25000,22171,58000,9032,73424,13239,34741,13036,,,,,,,,,42625,7378,76146,3301,63616,9627,44250,7796,1055,71,223,57,832,76,21.1,5.21221226177298,-101.893488138246,36.2780324600233
2735,01383997,48423,2386603414,73164513,Smith County,Texas,53511,1452,32351,4882,57455,3027,64407,3102,43309,1916,36203,3373,65313,13604,51895,9270,,,57794,13412,46389,6444,61736,2324,43318,3518,77195,855,8293,616,68902,925,10.7,0.78905818082667,-95.2692691973832,32.3753439008939
2736,01383998,48425,482938555,14221311,Somervell County,Texas,53162,9634,42014,9126,59761,43914,63526,26923,40548,8151,,,,,,,,,,,,,57982,6964,41051,9839,3239,237,249,127,2990,278,7.7,3.88040485943719,-97.7743227878444,32.2223392990936
2737,01383999,48427,3168019238,15346371,Starr County,Texas,29294,2918,20960,5560,35836,6107,30967,3805,19444,2461,,,68125,64448,,,,,31660,15407,17708,10730,106389,61993,28920,2925,16238,451,1979,270,14259,437,12.2,1.62794669171168,-98.7380629651978,26.5630016621064
2738,01384000,48429,2322497227,64147707,Stephens County,Texas,45336,4604,,,52000,7534,47218,9620,35428,6060,,,,,44038,38418,,,,,,,45265,5064,47465,12829,3268,200,565,147,2703,209,17.3,4.37195238440538,-98.8361813595792,32.7361440801581
2739,01384001,48431,2391722770,167451,Sterling County,Texas,59286,14886,,,59300,35084,67946,953,32813,13610,,,,,,,,,67386,29743,,,49464,6580,68286,928,462,50,61,31,401,57,13.2,6.55603780567403,-101.05000358733,31.8282548638377
2740,01384002,48433,2373238700,10177387,Stonewall County,Texas,48000,15538,,,73194,25339,46477,15913,40250,18638,12656,12571,,,,,,,,,,,58487,11447,,,582,80,72,29,510,75,12.4,4.68367113452153,-100.253314823592,33.1794018801313
2741,01384003,48435,3765674778,1277066,Sutton County,Texas,60543,12711,,,67375,9649,67989,9652,40586,10475,,,,,,,,,60188,29192,,,54634,11849,62232,13441,1484,134,239,78,1245,152,16.1,5.05088245997585,-100.538193072441,30.4985241004985
2742,01384004,48437,2305502704,27277988,Swisher County,Texas,38418,3110,25046,10667,40984,6969,61750,6917,27583,4969,9116,7018,,,,,,,,,40069,25067,41625,6250,37548,13018,2514,136,391,107,2123,135,15.6,4.17217536369999,-101.735036183657,34.5306749193236
2743,01384005,48439,2236833515,100104623,Tarrant County,Texas,64874,547,34311,1390,64874,941,79072,1191,49715,1107,49046,1329,68845,7150,72263,3354,50101,6927,48044,1721,60978,4246,78570,851,51323,1105,698995,2215,76794,2198,622201,2955,11,0.312518341011797,-97.2912469291894,32.7718316031406
2744,01384006,48441,2371228263,9760311,Taylor County,Texas,50818,1577,33183,4330,57241,3234,60557,5141,40782,2573,38922,4049,49071,5688,50319,8046,,,38719,2451,39125,25033,55628,2185,41824,2701,49482,736,5087,446,44395,789,10.3,0.888272189351618,-99.8901298538091,32.3017438740381
2745,01384007,48443,6107235409,105866,Terrell County,Texas,33750,12715,,,66250,51751,50795,33575,23571,11930,,,,,,,,,17250,13176,,,46042,46027,23929,10839,396,90,52,39,344,81,13.1,9.38541815958278,-102.076486859807,30.226281778458
2746,01384008,48445,2302083289,5443860,Terry County,Texas,44975,5820,23032,12184,48080,19617,64479,10599,40566,7883,23898,9774,,,,,,,32228,16378,,,60457,7174,37388,7784,4041,221,472,114,3569,236,11.7,2.74781086321299,-102.335204988095,33.174081829796
2747,01384009,48447,2363499444,7586186,Throckmorton County,Texas,44196,12922,14293,7016,54226,6609,66429,12709,37440,3873,,,,,,,,,,,,,44018,14453,63750,21536,703,57,136,38,567,58,19.3,5.17281400298224,-99.2123793910432,33.1777736373802
2748,01384010,48449,1051683621,50727817,Titus County,Texas,46698,3475,42438,17408,46587,6077,52178,4644,35208,6031,26466,4346,,,130821,13377,,,39250,10236,51042,10586,53457,3569,44537,5982,10694,250,1026,163,9668,259,9.6,1.50762687759292,-94.9656871592408,33.2167823770373
2749,01384011,48451,3941965407,48077315,Tom Green County,Texas,51675,2309,33934,5875,59490,5066,61637,3422,41136,2445,33261,8460,75185,50349,78827,18615,,,39884,9925,81146,36975,58583,2443,42810,2484,43131,703,4783,446,38348,717,11.1,1.01813936321281,-100.40042059351,31.3908201314633
2750,01384012,48453,2568875749,80789808,Travis County,Texas,71767,823,29908,2099,72643,1261,85372,1821,58383,2186,48777,1842,53862,7081,90836,4140,57163,51245,46912,2127,64626,4393,86463,1246,52250,1290,458484,1695,70055,1756,388429,2294,15.3,0.37881274039734,-97.7712656385745,30.2501876389182
2751,01384013,48455,1796924651,52256860,Trinity County,Texas,40407,3033,,,41250,10805,47038,4903,35946,5283,22222,12308,,,,,,,81607,32470,14779,6425,43247,4341,32267,5290,5918,297,558,132,5360,309,9.4,2.1797113382776,-95.135407665195,31.0890517920437
2752,01384014,48457,2394158698,29093507,Tyler County,Texas,43936,3381,32167,14155,59879,13763,59575,7809,32115,2398,18781,6897,,,,,,,63621,13180,,,45000,6564,63768,12765,7020,369,414,102,6606,370,5.9,1.41953803707002,-94.3766750218985,30.7715686666689
2753,01384015,48459,1509910100,24878888,Upshur County,Texas,50906,4564,35972,13543,64352,4807,57355,8640,36640,2723,39133,7900,38704,24294,,,,,41250,16836,43487,22162,53150,4127,60833,23373,14036,363,1658,278,12378,433,11.8,1.95691932360512,-94.9414677320696,32.7364469679016
2754,01384016,48461,3215010600,464309,Upton County,Texas,52257,5967,30278,22253,59167,12258,62632,10702,32639,10142,63000,29678,,,,,,,34779,7487,,,64536,11782,37143,7923,1305,83,100,37,1205,86,7.7,2.7930466339777,-102.043049848252,31.3691644773489
2755,01384017,48463,4019455749,17385902,Uvalde County,Texas,41752,3354,31992,19783,48479,8160,49510,9598,26679,5138,,,13576,567,,,,,37875,16785,,,53843,7120,36220,5704,8683,268,1197,268,7486,335,13.8,3.05702208101117,-99.7622103493402,29.3576941374104
2756,01384018,48465,8144863664,227711337,Val Verde County,Texas,45521,2689,29654,5338,60413,6664,51453,7889,29799,4552,43108,14449,19211,5127,,,,,42527,23064,60956,16430,66429,8113,41272,3867,15429,464,1440,280,13989,480,9.3,1.79292804084358,-101.151652455101,29.8943088916765
2757,01384019,48467,2182235201,44164928,Van Zandt County,Texas,51935,1845,46806,6826,59729,4809,62571,2725,36756,5136,,,,,,,,,25724,13698,29821,28380,53980,2008,31788,10389,19615,441,2788,354,16827,506,14.2,1.77622390600771,-95.8365820538288,32.5640013452365
2758,01384020,48469,2284644914,17425944,Victoria County,Texas,55631,2752,26769,4661,68420,6876,65013,5565,41449,2216,40729,8470,,,106875,39495,,,41250,11308,57656,16894,66533,2683,45293,4207,32544,523,3810,383,28734,604,11.7,1.16173215395651,-96.9715452296362,28.7966304034947
